product,horizon,feature,condition,threshold,in_mean,out_mean,out_t,n_out,fire_rate
VEV_5300,25,cum_Mark 01,<=,6.0,-0.28565254969749354,-1.2512437810945274,-11.17180154081189,402,0.05201000834028357
VEV_5300,50,vfe_mid,<=,5223.5,0.8641774891774892,0.39972014925373134,11.091377635412746,2144,0.10243739565943238
VEV_5300,50,ret_50,>=,5.5,-1.4485436893203882,-1.673913043478261,-11.010254199338476,115,0.021070234113712373
VEV_5200,50,rvol_20,>=,0.8444867640980782,-0.4162966252220249,-1.6939597315436241,-10.99057954335837,745,0.10013364517206816
VEV_5200,200,rvol_20,>=,0.9524898120742624,-3.5264900662251657,-9.574324324324325,-10.982130455596558,148,0.02018132975151108
VEV_5100,50,vfe_mid,<=,5223.5,2.1293290043290045,1.109608208955224,10.952759277470783,2144,0.10243739565943238
VEV_4500,50,ret_50,>=,14.0,-2.5649895178197064,-3.9468085106382977,-10.94445623102288,188,0.022240802675585283
VEV_4000,50,ret_50,>=,14.0,-2.5841487279843443,-3.9656084656084656,-10.897794767434222,189,0.023411371237458192
VEV_5000,50,vfe_mid,<=,5223.5,2.439935064935065,1.2926772388059702,10.893972926187278,2144,0.10243739565943238
VEV_5100,200,rvol_100,>=,0.9357517369106616,-0.557570262919311,-2.5914101102242495,-10.8885776883535,2631,0.2
VEV_4500,50,tp_roll,<=,-0.11,3.2488888888888887,3.5623471882640585,10.848613988364656,409,0.021211107393777184
VEV_4500,50,vfe_mid,<=,5223.5,2.6433982683982684,1.372901119402985,10.825708730812973,2144,0.10243739565943238
VEV_4500,50,tp_roll,<=,-0.04,0.27547592385218367,1.4762176560121765,10.809288896520641,2628,0.20742723318835732
VEV_4000,50,vfe_mid,<=,5223.5,2.6504329004329006,1.3736007462686568,10.790587551328734,2144,0.10243739565943238
VEV_4000,50,tp_roll,>=,0.14,-2.882758620689655,-4.3343373493975905,-10.774230929765777,332,0.020809635329541654
VELVETFRUIT_EXTRACT,200,nf_Mark 67_W200,>=,18.0,-0.9460930828351836,-3.9242125984251968,-10.519099864804902,1524,0.20832913856169671
VEV_5300,50,rvol_100,>=,0.5339721552911388,-0.1990069513406157,-1.1458998935037275,-10.487348220249128,939,0.20013400335008374
VELVETFRUIT_EXTRACT,200,nf_Mark 22_W200,<=,-9.0,-2.6378134891648406,-2.9343649946638206,-10.44986594748387,1874,0.2007114332695728
VEV_5200,200,time_premium,>=,48.0,3.5238551446637287,1.7738500851788757,10.438811928007114,1174,0.21453020134228187
VEV_5000,50,time_premium,<=,2.5,-0.46166394779771613,-0.888914983560357,-10.425193166023892,6387,0.35652754590984975
VEV_5300,50,time_premium,>=,54.5,-2.0966183574879227,-2.33125,-10.419755284402264,160,0.053722871452420703
VEV_5300,50,tp_dev,>=,5.923050000000002,-1.1746765249537894,-2.1578947368421053,-10.394071636626244,57,0.02000669120107059
VEV_5000,50,ret_50,>=,13.0,-2.43491124260355,-3.439814814814815,-10.317227683615835,216,0.024180602006688964
VEV_5300,50,tp_dev,>=,3.5902500000000086,-0.2562254259501966,-0.9321428571428572,-10.283207605611947,700,0.1
VEV_4000,5,tp_dev,>=,1.9125,-2.341207349081365,-2.309090909090909,-10.267111646677519,220,0.020076833138466678
VEV_5200,200,vfe_mid,<=,5215.5,8.794252873563218,1.713716814159292,10.224246925845636,1130,0.05251677852348993
VEV_5300,50,tp_roll,<=,32.68,1.905451448040886,0.28722417949193396,10.21983734613086,5393,0.20006691201070592
VEV_5300,25,rvol_100,>=,0.5339721552911384,-0.08755211435378202,-0.6831735889243876,-10.208680825470879,939,0.20003347280334727
VEV_5200,50,cum_Mark 14,<=,0.0,-0.18051789587852496,-1.5495449949443882,-10.198234746573705,989,0.27929883138564277
VEV_5100,25,time_premium,<=,10.0,-0.36287973366625054,-0.6922233057045344,-10.169277843589652,4102,0.2170141784820684
VEV_4000,200,vfe_mid,<=,5215.5,16.0367816091954,3.174778761061947,10.163215865414749,1130,0.05251677852348993
VEV_5000,200,time_premium,>=,4.5,2.922837695106208,5.729559748427673,10.151474517014933,318,0.29661073825503353
VELVETFRUIT_EXTRACT,50,ret_50,>=,14.0,-2.4865424430641823,-3.8936781609195403,-10.144859139395724,174,0.021973244147157192
VEV_4500,200,vfe_mid,<=,5215.5,16.050574712643677,3.1672566371681414,10.138457513995558,1130,0.05251677852348993
VEV_5300,50,cum_Mark 22,>=,-17.0,-0.20240532241555784,-0.8278943278943279,-10.13030237249486,1287,0.10821368948247079
VELVETFRUIT_EXTRACT,200,nf_Mark 22_W200,<=,-19.0,-0.9889705882352942,-5.1819371727748695,-10.12885311600245,382,0.026510956743514884
VEV_5100,50,tp_roll,<=,10.2575,-0.7995647969052224,-1.0111026033690658,-10.11677244983435,3918,0.20026764804282368
VEV_5300,50,cum_Mark 01,<=,14.0,-0.23474499089253187,-0.948432760364004,-10.11555853028173,989,0.10634390651085142
VEV_5300,25,time_premium,>=,50.0,-0.3164152181042965,-1.4230769230769231,-10.094435917045667,195,0.20994161801501252
VEV_5200,50,tp_roll,>=,53.29774999999999,0.7169197396963124,2.732142857142857,9.962684873526868,112,0.05001672800267648
VEV_5000,200,vfe_mid,<=,5215.5,14.74367816091954,2.895575221238938,9.886251557588068,1130,0.05251677852348993
VEV_5300,50,time_premium,<=,32.5,1.0282714054927302,0.27397134459955913,9.856146397998343,5444,0.2024373956594324
VEV_4500,5,tp_dev,>=,1.9675,-1.6979434447300772,-1.8779342723004695,-9.836625156968871,213,0.020110238850843495
VEV_5000,25,vfe_mid,>=,5280.5,-0.9471458773784355,-2.9627659574468086,-9.824478310794126,188,0.022051709758131775
VEV_5300,25,tp_dev,>=,4.677500000000002,-0.2729528535980149,-0.9982638888888888,-9.819520478387737,288,0.05004178505766338
HYDROGEL_PACK,25,rvol_100,>=,2.4026416438122498,1.2265625,2.9946996466431095,9.796061284869454,1132,0.10001673640167363
VEV_5100,200,vfe_mid,<=,5215.5,12.642528735632183,2.4345132743362834,9.790809352959378,1130,0.05251677852348993
VEV_5200,25,vfe_mid,>=,5280.5,-0.6617336152219874,-2.1622340425531914,-9.783158912986403,188,0.022051709758131775
VEV_4000,200,rvol_100,<=,0.9658826496678068,1.1411214953271027,4.907451923076923,9.770892805750055,416,0.050033670033670034
VEV_4500,25,vfe_mid,>=,5280.5,-0.9704016913319239,-3.0372340425531914,-9.746816883290013,188,0.022051709758131775
VEV_5100,25,vfe_mid,>=,5280.5,-0.8763213530655392,-2.702127659574468,-9.707702452371235,188,0.022051709758131775
VEV_5200,25,time_premium,<=,29.5,-0.293591654247392,-1.0803191489361703,-9.706563502595094,940,0.053744787322768973
VEV_5300,25,vfe_mid,>=,5280.5,-0.4619450317124736,-1.4122340425531914,-9.654067600784993,188,0.022051709758131775
VEV_4000,5,tp_dev,<=,-0.6275,1.0678947368421052,1.3202554744525548,9.631831021707583,548,0.05004175714047102
VEV_5200,200,rvol_100,>=,0.8271131492221369,-7.752016129032258,-6.995,-9.600372182221799,100,0.020067340067340067
VEV_5200,50,ret_50,>=,7.0,-1.0594059405940595,-1.731359649122807,-9.567571655514701,456,0.05578595317725753
VEV_4000,25,vfe_mid,>=,5280.5,-0.9566596194503171,-3.0452127659574466,-9.527688609657114,188,0.022051709758131775
VEV_5300,25,tp_roll,>=,53.76648853211009,-0.8996827914353688,-1.2148936170212765,-9.449798902240234,235,0.050008357011532674
VEV_5100,50,ret_50,>=,12.0,-2.452873563218391,-3.0423280423280423,-9.443019998757599,189,0.020869565217391306
VEV_4000,50,ret_50,>=,9.0,-0.9118207816968541,-1.9558979808714134,-9.436805980616922,941,0.10163879598662208
VEV_5300,200,vfe_mid,<=,5215.5,5.12183908045977,0.7920353982300885,9.427267524353507,1130,0.05251677852348993
VEV_4500,5,tp_dev,>=,0.47,-0.35452292441140026,-0.49111223971559165,-9.417042149494117,1969,0.20056789711040587
VEV_5200,50,rvol_100,>=,0.7774602526460399,-0.5805982550893228,-2.1646551724137932,-9.401191496328547,580,0.10006700167504187
VEV_4000,50,ret_50,>=,11.0,-1.6295979469632165,-2.4090056285178236,-9.3967345886049,533,0.05692307692307692
VEV_5200,200,rvol_100,<=,0.5784645297001468,3.3908263836239576,1.5,9.313255406320772,1651,0.1
VEV_5300,200,rvol_100,<=,0.34447295418017737,5.26605504587156,0.8502170767004341,9.279308483887888,1382,0.0502020202020202
VEV_4500,50,ret_50,>=,11.0,-1.554089709762533,-2.3731060606060606,-9.262529443246459,528,0.05568561872909699
VEV_4500,5,tp_dev,<=,-0.6125,0.8397312859884837,1.1995841995841996,9.243019314659708,481,0.05087689994989143
VEV_4500,50,ret_50,>=,9.0,-0.820357833655706,-1.9178378378378378,-9.239569701329678,925,0.10010033444816054
VEV_5300,25,ret_50,>=,3.0,-0.18584070796460178,-0.5185185185185185,-9.215627529645607,1080,0.14182121971595657
VEV_5100,50,ret_50,>=,9.0,-1.4089403973509933,-1.9864176570458405,-9.179655413192188,589,0.060100334448160535
VEV_5300,50,nf_Mark 01_W200,<=,0.0,-0.12459752170943507,-0.5004098360655738,-9.1779212595229,2440,0.4236869344552406
VEV_4000,5,tp_dev,<=,-0.44,0.739073196419168,0.7644404332129964,9.170718284667668,1108,0.10045097711708702
HYDROGEL_PACK,50,nf_Mark 14_W50,>=,9.0,2.527667984189723,4.542673107890499,9.15858908580234,621,0.05452602758021971
VEV_5000,50,ret_50,>=,8.0,-0.7163856463467358,-1.716651333946642,-9.117555784234257,1087,0.11371237458193979
VEV_5000,50,ret_50,>=,10.5,-1.665053242981607,-2.3408624229979464,-9.103667011561855,487,0.050836120401337795
VEV_4000,25,tp_roll,>=,0.14,-1.9017241379310346,-2.414156626506024,-9.004955555538222,332,0.020792244693297678
VEV_5300,25,ret_50,>=,2.0,-0.11622598440175005,-0.3509361497839654,-8.998237481648726,2083,0.2452798663324979
VEV_4500,25,tp_roll,<=,-0.04,0.07012877939529676,0.9065829528158296,8.997391303952593,2628,0.20725388601036268
VELVETFRUIT_EXTRACT,50,nf_Mark 14_W200,>=,16.0,-0.9007889546351084,-1.7732506643046944,-8.959249621853179,1129,0.1223413135663962
VEV_5200,50,ret_50,>=,5.5,-0.7257834757834758,-1.216887417218543,-8.920331512076254,906,0.10073578595317725
VEV_4000,50,tp_roll,<=,-0.045,0.72793074084587,1.2199924981245311,8.829204564081042,2666,0.20705921712947475
VELVETFRUIT_EXTRACT,25,nf_Mark 55_W50,>=,20.0,1.284136546184739,2.2784431137724552,8.793099779138572,167,0.022185894441849603
VELVETFRUIT_EXTRACT,25,nf_Mark 22_W200,>=,7.0,-0.24567901234567902,-2.6675,-8.787843071117535,200,0.02018415960499099
VEV_4000,50,tp_roll,>=,0.0625,-0.14668729053879867,-1.2477189781021898,-8.729879957748535,2192,0.20311140849782536
VELVETFRUIT_EXTRACT,50,ret_50,>=,8.5,-0.7762516614975631,-1.7589820359281436,-8.721956628138441,1002,0.10899665551839464
VEV_4500,200,rvol_100,<=,0.9568433739214848,4.085740072202166,4.522546419098143,8.714293448923732,377,0.05
VEV_5300,25,time_premium,<=,28.0,1.0,0.20503355704697987,8.68667092171497,2980,0.10198498748957464
VEV_5100,50,ret_50,>=,7.0,-0.6617460986925348,-1.4595195729537367,-8.649208186000395,1124,0.11688963210702341
VEV_5200,25,vfe_mid,<=,5233.5,0.6241326137239784,0.3649276154056269,8.639789381349267,3661,0.20867389491242702
VEV_5300,25,ret_50,>=,4.0,-0.3220876585928489,-0.7504990019960079,-8.615576808361704,501,0.07468671679197995
VEV_5300,50,nf_Mark 22_W200,>=,0.0,-0.15629262244265343,-0.5237358101135191,-8.60537704721732,1938,0.3340011352632809
VEV_5300,25,vfe_mid,<=,5233.5,0.3845412490362375,0.19257033597377765,8.577440088180275,3661,0.20867389491242702
VEV_5200,25,tp_roll,<=,29.815,-0.1686746987951807,-0.9765539803707742,-8.560591222620953,917,0.050075213103794085
VEV_5100,25,vfe_mid,<=,5233.5,0.8777949113338473,0.5199399071291997,8.554164646146203,3661,0.20867389491242702
VELVETFRUIT_EXTRACT,200,cum_Mark 55,<=,-67.0,1.773479874393377,2.2348076923076925,8.506866235029179,2600,0.2047986577181208
VEV_5200,50,ret_50,>=,3.5,-0.31187648456057004,-0.8422418266735859,-8.45637647168937,1927,0.20525083612040135
VEV_5000,25,vfe_mid,<=,5233.5,1.015420200462606,0.5960120185741601,8.452305347986236,3661,0.20867389491242702
VEV_5000,50,tp_roll,<=,2.335,-0.2933151432469304,-0.8787912331193269,-8.442834217750104,4517,0.20016728002676482
VELVETFRUIT_EXTRACT,200,nf_Mark 01_W200,<=,-17.0,0.530791788856305,3.7927215189873418,8.421937587789618,316,0.05637773079633545
VEV_5300,25,time_premium,>=,53.0,-0.7382467302933899,-1.2714285714285714,-8.392501174991184,175,0.10021684737281067
VEV_5100,25,time_premium,<=,8.5,-0.0979765708200213,-0.6951309479896717,-8.387293767191691,2711,0.12176814011676397
VEV_5200,25,rvol_20,>=,0.7826237921249268,-0.12583001328021248,-0.6540027137042063,-8.374370961287639,1474,0.200033383408446
VEV_4500,25,tp_roll,<=,-0.0625,0.14853438556933485,1.1136842105263158,8.354783796736617,1425,0.106936319572121
VELVETFRUIT_EXTRACT,50,ret_50,>=,11.0,-1.5453752181500873,-2.1663424124513617,-8.310753887062445,514,0.05551839464882943
VEV_4000,50,tp_roll,<=,-0.075,1.398371104815864,1.4204545454545454,8.308537316509469,1584,0.10023419203747072
VEV_4500,25,vfe_mid,<=,5233.5,1.1019660755589822,0.6255121551488664,8.286722524851934,3661,0.20867389491242702
VEV_4000,25,vfe_mid,<=,5233.5,1.1065921356977642,0.6272876263316034,8.25407474365077,3661,0.20867389491242702
VEV_5200,200,nf_Mark 14_W200,>=,4.0,0.6184419713831478,1.5114185331576635,8.251180330456808,2277,0.11862814188395583
VEV_5200,50,rvol_20,>=,0.9524898120742624,-0.5949227373068433,-2.766891891891892,-8.194787263584315,148,0.020080187103240894
HYDROGEL_PACK,50,nf_Mark 14_W50,>=,6.0,1.0735689588935844,2.5626168224299066,8.168525546866618,1605,0.1405055260609703
VEV_5300,25,tp_roll,>=,52.3025,-0.5111517367458867,-1.0193050193050193,-8.166926901130156,259,0.10008357011532676
VEV_5200,50,rvol_100,>=,0.7999210819660507,-1.9460154241645244,-2.4171779141104293,-8.157205997283809,326,0.05001675041876047
VEV_5300,25,tp_roll,>=,49.9105,-0.32058047493403696,-0.9832214765100671,-8.111413527015834,298,0.2
VEV_4000,5,tp_dev,>=,0.4225,-0.5385023898035051,-0.6231111111111111,-8.095603732278569,1125,0.10048438282946384
VEV_4000,50,ret_50,>=,5.5,-0.4512308406874129,-1.2337858220211162,-8.086881646447106,1989,0.21053511705685618
VEV_5100,50,time_premium,>=,18.5,1.263470173187941,2.7983870967741935,8.076302303388003,186,0.11031719532554257
VEV_5100,50,ret_50,>=,4.5,-0.34031890660592257,-1.0525540275049117,-8.073153187017722,2036,0.21491638795986623
VEV_5300,25,cum_Mark 22,>=,-32.0,-0.05220476431829701,-0.3208786231884058,-8.055865457888414,2208,0.20530442035029192
HYDROGEL_PACK,50,nf_Mark 14_W50,>=,12.0,4.736318407960199,5.2071240105540895,8.040083333983437,379,0.026077665364452902
VEV_4000,50,tp_roll,>=,0.0875,-0.28552562070787113,-1.7123348017621145,-7.9973084992331005,1135,0.10130478420876547
VEV_5300,25,cum_Mark 01,<=,27.0,-0.05220476431829701,-0.320659642693541,-7.99149612344447,2183,0.20447039199332778
VEV_4000,25,tp_dev,<=,-1.445,2.707792207792208,3.2142857142857144,7.966037814001176,217,0.020123683770683604
VEV_4500,25,tp_roll,>=,0.135,-1.2170454545454545,-2.732620320855615,-7.950748184360286,187,0.020959384923951194
VEV_4500,50,ret_50,>=,5.5,-0.4409101462735082,-1.2086693548387097,-7.922056469951198,1984,0.21040133779264214
HYDROGEL_PACK,200,rvol_100,<=,1.783450859795132,12.96625,15.992268041237113,7.9187164304926485,194,0.02
VEV_4000,25,ret_50,>=,9.0,-0.5266920877025739,-1.2608926673751328,-7.9023370457359245,941,0.10155388471177945
HYDROGEL_PACK,50,rvol_20,>=,2.4942038071454706,0.4491305476252271,2.195030473511486,7.893036242482213,2133,0.2
VEV_5000,50,ret_50,>=,5.0,-0.3171714970581826,-1.1206976744186046,-7.869161702059125,2150,0.22538461538461538
VELVETFRUIT_EXTRACT,50,nf_Mark 67_W200,>=,18.0,-0.4376601195559351,-1.4654305468258957,-7.831554468971126,1591,0.20952285552105246
VEV_4000,50,tp_roll,<=,-0.0975,1.191304347826087,1.5604626708727656,7.830557875589781,951,0.05105386416861827
VEV_5200,25,rvol_100,>=,0.7774602526460398,-0.05170265780730897,-1.092241379310345,-7.829283620653893,580,0.10001673640167363
VEV_5300,25,rvol_20,>=,0.6129093691051266,-0.08415637860082305,-0.6534391534391535,-7.808012128481259,567,0.100050075112669
VEV_4500,5,tp_dev,>=,0.535,-0.482860203535083,-0.5555066079295155,-7.799861308517016,1135,0.10028394855520294
VEV_4500,25,tp_roll,<=,-0.085,0.0099601593625498,1.3640583554376657,7.784640590470702,754,0.05037606551897041
VEV_5300,50,rvol_100,<=,0.3748400332209096,1.3132716049382716,0.2759203606311044,7.76024297118478,2662,0.10003350083752094
VEV_4000,5,tp_dev,>=,0.6125,-0.8717139852786541,-0.9881170018281535,-7.74750524682805,547,0.05004175714047102
VEV_5200,50,rvol_20,>=,0.8944271909999164,-0.44502617801047123,-1.6968838526912182,-7.719158690296121,353,0.0500835282325426
VELVETFRUIT_EXTRACT,50,ret_50,>=,5.5,-0.3779015784586815,-1.1697015680323724,-7.7076119691794815,1977,0.21020066889632108
VEV_5300,25,nf_Mark 22_W200,>=,0.0,-0.10669559826410416,-0.3253353973168215,-7.696703935014054,1938,0.3337225595516114
VEV_4500,25,tp_roll,>=,0.1075,-0.8797413793103448,-1.8645833333333333,-7.688689833733678,384,0.05161290322580645
VEV_5200,200,nf_Mark 14_W200,>=,6.0,1.9779541446208113,2.411979166666667,7.6664689881247226,960,0.05124333031309775
VELVETFRUIT_EXTRACT,200,nf_Mark 14_W200,>=,16.0,-2.429191321499014,-2.3268379096545617,-7.6607953236754085,1129,0.12295714621296017
VEV_5300,25,cum_Mark 22,>=,-17.0,-0.08060388945752303,-0.4560994560994561,-7.656157474240188,1287,0.1081234361968307
VEV_4500,50,ret_20,>=,3.5,-0.008177570093457943,-1.1035613870665417,-7.647754835393234,2134,0.21430003341129303
VEV_4500,25,ret_50,>=,8.800000000001091,-0.4489845261121857,-1.2297297297297298,-7.64605731486956,925,0.10001670843776107
VEV_5300,25,rvol_20,>=,0.5619514869490222,-0.0005102040816326531,-0.4502283105022831,-7.619992818515882,1095,0.200133533633784
VEV_5300,25,tp_roll,>=,55.2425,-1.1203007518796992,-1.0985221674876848,-7.609725379815803,203,0.020123683770683604
VEV_4000,25,ret_50,>=,5.5,-0.33337203901532747,-0.8251256281407036,-7.592407303517415,1990,0.21039264828738513
VEV_5300,25,cum_Mark 01,<=,0.0,-0.33519553072625696,-0.89209726443769,-7.585804180512906,329,0.022919099249374478
VEV_5300,25,cum_Mark 22,>=,0.0,-0.33519553072625696,-0.89209726443769,-7.585804180512906,329,0.022919099249374478
HYDROGEL_PACK,25,nf_Mark 38_W200,<=,-22.0,0.07462686567164178,3.7652439024390243,7.491278415927249,328,0.0243544405151131
VEV_4000,50,ret_20,>=,3.5,-0.08137369033760186,-1.0711662075298438,-7.482019165982387,2178,0.21627129969929837
VEV_5200,50,ret_20,>=,2.0,-0.09623470948012232,-0.6210843373493976,-7.477131163609816,2490,0.258002004677581
VEV_5300,50,tp_dev,>=,2.1899999999999977,-0.06038812785388128,-0.46941323345817726,-7.466495198551599,1602,0.20013382402141183
VEV_5300,50,vfe_mid,<=,5215.5,0.8011494252873563,0.318141592920354,7.457391377335552,1130,0.052253756260434055
VEV_4000,200,cum_Mark 14,<=,-7.0,1.0546231309124199,1.7133539306556815,7.445196210614356,2913,0.20771812080536914
VEV_4000,25,ret_50,>=,14.0,-0.738747553816047,-2.441798941798942,-7.419623939248408,189,0.023391812865497075
VEV_5200,50,tp_roll,>=,51.26,1.1122448979591837,0.9972222222222222,7.387055946962051,540,0.10003345600535296
HYDROGEL_PACK,25,rvol_20,<=,1.6180316146077784,-1.5079849694692344,-2.2110726643598615,-7.386443521741861,867,0.100016691704223
VEV_5200,25,vfe_mid,<=,5223.5,0.6991341991341992,0.37336753731343286,7.367365767673888,2144,0.10235195996663887
VEV_5200,50,nf_Mark 14_W200,<=,0.0,-0.026952664383177047,-0.35809868971285197,-7.363979216249416,7174,0.8341847807940165
HYDROGEL_PACK,50,rvol_100,<=,2.006932429798716,-0.23450804162724692,-2.0220883534136544,-7.3497243322354615,1743,0.20003350083752094
VEV_5000,25,ret_50,>=,8.0,-0.427367055771725,-1.045998160073597,-7.349151765982721,1087,0.1136173767752715
VEV_5300,50,time_premium,>=,56.5,-2.877,-1.5396825396825398,-7.343850038943912,126,0.020901502504173622
VEV_4000,50,cum_Mark 14,<=,-15.0,-0.6977201257861635,-2.506993006993007,-7.337222201302725,286,0.05202003338898164
VEV_4500,50,vfe_mid,<=,5215.5,2.6298850574712644,1.1876106194690266,7.3110944598492456,1130,0.052253756260434055
VEV_5200,50,vfe_mid,<=,5215.5,1.339080459770115,0.6207964601769912,7.309110850257029,1130,0.052253756260434055
VEV_5100,200,rvol_20,>=,0.9904145862372891,-0.30822288341898835,-1.7626106194690265,-7.301372585108767,2260,0.20003357958361317
VEV_5100,25,tp_roll,<=,10.2525,-0.2921321029626032,-0.5090307809717629,-7.291125224737674,3931,0.20023399632291491
VEV_4000,25,tp_roll,<=,-0.075,0.5088526912181303,0.9532828282828283,7.280876415627286,1584,0.10015042620758817
VEV_4000,25,ret_50,>=,11.0,-0.6860564585115483,-1.5712945590994372,-7.269238295486613,533,0.05687552213868003
HYDROGEL_PACK,50,nf_Mark 38_W200,<=,-22.0,0.5845771144278606,5.739329268292683,7.268286628039973,328,0.024374770443086582
VEV_5100,50,tp_roll,>=,16.6375,1.0259129472519366,1.4345878136200716,7.261793520158878,558,0.20006691201070592
VEV_4000,50,vfe_mid,<=,5215.5,2.6241379310344826,1.1823008849557521,7.255679764662139,1130,0.052253756260434055
VEV_5300,25,vfe_mid,<=,5223.5,0.42478354978354976,0.19029850746268656,7.2478678560699015,2144,0.10235195996663887
VEV_5200,25,cum_Mark 22,>=,0.0,-0.07815889370932755,-0.7957532861476239,-7.204039563886441,989,0.2790658882402002
VEV_5200,25,cum_Mark 14,<=,0.0,-0.07815889370932755,-0.7957532861476239,-7.204039563886441,989,0.2790658882402002
VEV_5100,50,vfe_mid,<=,5215.5,2.0494252873563217,0.911504424778761,7.195976901997463,1130,0.052253756260434055
VEV_5000,200,rvol_100,<=,0.923651077588995,1.4737347085632047,1.9748729531338227,7.188748400328322,1771,0.2
VEV_4500,50,tp_roll,>=,0.0825,-0.27951807228915665,-1.55,-7.174605629424434,1000,0.10287721646035464
VEV_5200,50,rvol_100,>=,0.8271131492221363,-2.2293762575452716,-2.51980198019802,-7.16847372989799,101,0.020033500837520937
VEV_5000,50,vfe_mid,<=,5215.5,2.382758620689655,1.081858407079646,7.166738634130247,1130,0.052253756260434055
VEV_5300,25,time_premium,>=,54.5,-1.0966183574879227,-1.06875,-7.163627092436442,160,0.05367806505421184
VEV_4000,50,tp_dev,<=,-1.445,2.7415584415584417,3.747685185185185,7.146135906168289,216,0.020107059217129474
VEV_5300,25,cum_Mark 01,<=,14.0,-0.0947176684881603,-0.4924165824064712,-7.138722399828986,989,0.10625521267723102
VEV_5100,25,vfe_mid,<=,5223.5,1.0395021645021645,0.5282182835820896,7.127179118231866,2144,0.10235195996663887
VEV_5100,50,ret_20,>=,3.0,-0.00022825838849577722,-0.8533451484271156,-7.122284431196285,2257,0.22178416304710993
VEV_5000,25,vfe_mid,<=,5223.5,1.1893939393939394,0.6198694029850746,7.11509870201057,2144,0.10235195996663887
VEV_4500,25,ret_50,>=,5.5,-0.323310889250058,-0.7675062972292191,-7.098676534639848,1985,0.21025898078529656
VEV_4000,5,ret_5,<=,-5.0,1.4947368421052631,1.49800796812749,7.079249607876514,251,0.02420806935645215
VEV_4500,5,tp_dev,<=,-0.5475,0.5851262862488307,0.5904710920770878,7.073353728107097,934,0.10262234842158009
VEV_4000,50,tp_roll,>=,0.11,-1.1894472361809045,-2.328330206378987,-7.063293856941706,533,0.05112077617932419
VEV_4500,25,ret_50,>=,11.0,-0.6182937554969217,-1.5208333333333333,-7.060785778775529,528,0.055639097744360905
VELVETFRUIT_EXTRACT,25,nf_Mark 14_W200,>=,16.0,-0.2948717948717949,-0.996014171833481,-7.044475342535906,1129,0.12223927403749917
VEV_4500,200,tp_roll,>=,0.0575,-0.5947528695244788,-2.127466251298027,-7.037345587583028,1926,0.20830531271015468
VEV_4500,25,vfe_mid,<=,5223.5,1.2813852813852813,0.660214552238806,7.036231053356022,2144,0.10235195996663887
VEV_5200,50,time_premium,>=,48.0,0.8579229737497605,0.5877342419080068,7.026499410603197,1174,0.21345575959933222
VEV_5200,25,ret_50,>=,5.5,-0.3805792972459639,-0.7362030905077263,-7.018556335807421,906,0.1006516290726817
VEV_4500,25,ret_50,>=,14.0,-0.6215932914046122,-2.276595744680851,-6.985406525990052,188,0.022222222222222223
VEV_4000,25,vfe_mid,<=,5223.5,1.2727272727272727,0.6595149253731343,6.975544414261992,2144,0.10235195996663887
VEV_5200,5,tp_roll,<=,31.9675,-0.0074503311258278145,-0.2339295695919508,-6.961119819708726,1789,0.10011691999331886
VEV_5000,25,ret_50,>=,10.5,-0.5672797676669894,-1.5184804928131417,-6.9481525994062325,487,0.050793650793650794
VEV_5000,50,time_premium,<=,1.0,-0.07860262008733625,-1.7811750599520384,-6.932824243579921,834,0.03549248747913188
HYDROGEL_PACK,50,rvol_100,>=,2.402650052073188,2.754314994606257,3.094964664310954,6.927465273900037,1132,0.10003350083752094
VEV_5100,25,time_premium,>=,19.5,0.39661016949152544,3.125,6.9014354587345546,60,0.07089241034195162
VEV_5200,25,ret_50,>=,3.5,-0.20831353919239906,-0.48183705241307734,-6.883860678672008,1927,0.20507936507936508
VEV_5300,200,tp_dev,>=,2.200000000000003,-0.4735273894109558,-0.780188679245283,-6.876731097372746,1590,0.20016812373907195
VEV_5300,50,nf_Mark 01_W200,>=,10.0,0.0532258064516129,0.4677068214804064,6.8740293639693,1378,0.056362482887575546
VEV_5100,25,ret_50,>=,7.0,-0.3905525094896668,-0.8598754448398577,-6.8515289629607725,1124,0.11679197994987468
VEV_4000,5,ret_5,>=,4.0,-0.688858695652174,-0.8299632352941176,-6.8511359673610155,544,0.0549516505501834
VELVETFRUIT_EXTRACT,25,nf_Mark 55_W50,<=,-7.0,-0.4740671203942736,-0.7426021606387976,-6.830338426811999,2129,0.21318476012544205
VEV_4500,5,tp_dev,>=,0.6174999999999999,-0.6257961783439491,-0.7526785714285714,-6.821662418123395,560,0.050175379989978286
VEV_4000,5,ret_5,>=,5.0,-1.1797872340425533,-1.288679245283019,-6.808030549668511,265,0.024508169389796598
VELVETFRUIT_EXTRACT,25,ret_50,>=,8.5,-0.4587948604342047,-1.0528942115768463,-6.802672569690689,1002,0.10890559732664996
VEV_5200,50,ret_20,>=,3.5,-0.13956197576887233,-0.9335736354273945,-6.78320408524582,971,0.10414300033411293
VEV_4000,25,rvol_100,>=,1.8980572198282903,0.12320916905444126,1.0332914572864322,6.775486565619989,796,0.05000836820083682
VEV_4000,25,cum_Mark 14,>=,9.0,0.14006431956668924,2.414141414141414,6.7732377178308045,99,0.2004003336113428
VEV_5200,25,ret_50,>=,7.0,-0.41542904290429045,-1.055921052631579,-6.764980488512399,456,0.05573934837092732
